Transaction ID,Company Name,Transaction Date,Revenue (AED),Cost of Goods Sold (AED),Gross Profit (AED),Operating Expenses (AED),Net Profit (AED),Account Manager,Department,Payment Method,Invoice Number,Payment Status,Comments
1232,Company B,2024-10-11,913892,193566,720326,27348,692978,Robert Johnson,Sales,Credit Card,INV-1232,Pending,-
1233,Company B,2024-08-04,581668,318204,263464,187192,76272,Emily Davis,Sales,Cash,INV-1233,Overdue,Check details
1234,Company E,2023-03-21,923442,204443,718999,369143,349856,Emily Davis,HR,Check,INV-1234,Overdue,-
1235,Company B,2024-08-29,389719,245640,144079,41133,102946,Jane Smith,Marketing,Online,INV-1235,Pending,Check details
1236,Company E,2024-04-25,847897,147959,699938,179294,520644,Robert Johnson,Sales,Credit Card,INV-1236,Paid,Check details
1237,Company B,2023-10-21,937342,280972,656370,392659,263711,John Doe,Marketing,Bank Transfer,INV-1237,Paid,Check details
1238,Company D,2023-07-15,561416,149750,411666,285476,126190,John Doe,Marketing,Bank Transfer,INV-1238,Overdue,Priority client
1239,Company B,2023-09-07,313554,176438,137116,98005,39111,Alice Brown,Sales,Bank Transfer,INV-1239,Overdue,Priority client
1240,Company D,2023-06-21,711736,646072,65664,41331,24333,Robert Johnson,IT,Cash,INV-1240,Paid,Check details
1241,Company D,2024-01-17,629919,346011,283908,185577,98331,Alice Brown,IT,Bank Transfer,INV-1241,Pending,Urgent payment
1242,Company D,2023-08-11,495989,174166,321823,216677,105146,Robert Johnson,IT,Credit Card,INV-1242,Overdue,-
1243,Company E,2023-08-31,257061,135808,121253,33826,87427,Robert Johnson,Marketing,Online,INV-1243,Pending,-
1244,Company C,2024-02-24,464400,90169,374231,335051,39180,Emily Davis,Sales,Credit Card,INV-1244,Paid,-
1245,Company B,2023-05-28,600855,436857,163998,103935,60063,Robert Johnson,HR,Credit Card,INV-1245,Overdue,-
1246,Company A,2024-09-04,696574,487623,208951,93255,115696,Robert Johnson,Marketing,Credit Card,INV-1246,Paid,Urgent payment
1247,Company A,2023-01-26,739185,363403,375782,336731,39051,John Doe,Marketing,Cash,INV-1247,Paid,-
1248,Company B,2023-08-29,234821,51141,183680,37317,146363,Emily Davis,IT,Check,INV-1248,Paid,Check details
1249,Company E,2024-06-06,889452,193897,695555,206385,489170,Alice Brown,Sales,Cash,INV-1249,Pending,Check details
1250,Company C,2023-05-22,383080,271658,111422,29084,82338,John Doe,Marketing,Credit Card,INV-1250,Pending,-
1251,Company A,2023-04-25,867302,267878,599424,315897,283527,Alice Brown,Finance,Cash,INV-1251,Overdue,Priority client
1252,Company B,2023-05-15,165987,100994,64993,28638,36355,Emily Davis,Finance,Online,INV-1252,Pending,Check details
1253,Company B,2024-04-24,136029,64871,71158,49985,21173,Robert Johnson,Sales,Cash,INV-1253,Pending,Priority client
1254,Company C,2024-08-04,719646,661202,58444,30369,28075,John Doe,IT,Check,INV-1254,Overdue,-
1255,Company C,2023-06-03,364329,53992,310337,20505,289832,Robert Johnson,Marketing,Bank Transfer,INV-1255,Paid,Urgent payment
1256,Company C,2023-09-11,148495,82681,65814,40342,25472,John Doe,Finance,Credit Card,INV-1256,Paid,Urgent payment
1257,Company E,2023-03-27,190116,107099,83017,56389,26628,Emily Davis,IT,Check,INV-1257,Pending,-
1258,Company A,2023-08-11,859120,156474,702646,294932,407714,John Doe,HR,Online,INV-1258,Overdue,Check details
1259,Company E,2024-03-05,164157,111903,52254,25969,26285,John Doe,HR,Cash,INV-1259,Overdue,Priority client
1260,Company E,2023-08-15,398301,170289,228012,70171,157841,Emily Davis,Marketing,Online,INV-1260,Pending,Priority client
1261,Company B,2023-11-16,436775,115075,321700,57078,264622,John Doe,Finance,Check,INV-1261,Overdue,Check details
1262,Company C,2024-09-13,572899,269828,303071,170699,132372,Alice Brown,IT,Online,INV-1262,Overdue,-
1263,Company E,2024-06-16,263809,92471,171338,62428,108910,Robert Johnson,Sales,Credit Card,INV-1263,Overdue,Urgent payment
1264,Company E,2023-06-15,221152,70960,150192,69583,80609,Jane Smith,IT,Credit Card,INV-1264,Overdue,Urgent payment
1265,Company C,2024-04-09,664639,343023,321616,185285,136331,Robert Johnson,IT,Credit Card,INV-1265,Overdue,Check details
1266,Company B,2024-01-07,902294,435386,466908,62804,404104,John Doe,HR,Bank Transfer,INV-1266,Pending,-
1267,Company E,2023-09-08,230350,152206,78144,45387,32757,Emily Davis,HR,Cash,INV-1267,Paid,-
1268,Company B,2023-02-15,191800,117590,74210,38230,35980,John Doe,IT,Bank Transfer,INV-1268,Paid,Check details
1269,Company A,2023-06-10,232704,131817,100887,65467,35420,Jane Smith,Finance,Bank Transfer,INV-1269,Paid,Urgent payment
1270,Company B,2024-02-20,344224,148572,195652,69199,126453,Robert Johnson,HR,Online,INV-1270,Pending,-
1271,Company E,2023-03-18,523252,156685,366567,324596,41971,Emily Davis,Marketing,Check,INV-1271,Pending,Urgent payment
1272,Company E,2023-04-14,264748,55975,208773,155256,53517,Jane Smith,IT,Bank Transfer,INV-1272,Paid,Check details
1273,Company C,2024-07-11,311296,169418,141878,27578,114300,Jane Smith,Marketing,Cash,INV-1273,Pending,Urgent payment
1274,Company A,2023-11-30,314688,211756,102932,47662,55270,Emily Davis,Sales,Credit Card,INV-1274,Paid,Priority client
1275,Company D,2024-02-03,491818,340934,150884,33221,117663,John Doe,HR,Check,INV-1275,Paid,-
1276,Company D,2024-08-26,136516,61727,74789,37963,36826,Alice Brown,HR,Check,INV-1276,Pending,-
1277,Company E,2023-03-13,815458,70123,745335,354467,390868,Robert Johnson,IT,Check,INV-1277,Paid,-
1278,Company D,2024-07-21,312077,163719,148358,52417,95941,John Doe,Marketing,Online,INV-1278,Paid,Priority client
1279,Company E,2023-04-16,557516,473839,83677,20524,63153,Robert Johnson,Sales,Online,INV-1279,Paid,Urgent payment
1280,Company A,2024-05-27,905118,849288,55830,23711,32119,John Doe,Sales,Cash,INV-1280,Paid,Check details
1281,Company E,2024-05-04,188601,54822,133779,42005,91774,Robert Johnson,Marketing,Bank Transfer,INV-1281,Paid,Priority client
1282,Company A,2023-05-12,534986,471412,63574,34111,29463,John Doe,HR,Credit Card,INV-1282,Overdue,-
1283,Company C,2024-02-07,141850,68445,73405,28457,44948,Jane Smith,Sales,Check,INV-1283,Overdue,Check details
1284,Company E,2023-07-29,464766,250454,214312,179342,34970,Emily Davis,Finance,Cash,INV-1284,Overdue,-
1285,Company E,2023-03-25,977023,664418,312605,159432,153173,Jane Smith,IT,Check,INV-1285,Paid,Priority client
1286,Company D,2024-01-11,891677,63204,828473,215372,613101,John Doe,Sales,Bank Transfer,INV-1286,Pending,Check details
1287,Company E,2023-07-29,713115,285403,427712,342934,84778,John Doe,Marketing,Online,INV-1287,Paid,Urgent payment
1288,Company E,2023-09-16,942095,841147,100948,79553,21395,Alice Brown,Marketing,Check,INV-1288,Overdue,Urgent payment
1289,Company C,2023-08-07,496387,339102,157285,84926,72359,Emily Davis,Finance,Credit Card,INV-1289,Pending,Check details
1290,Company B,2023-02-09,669494,240235,429259,266557,162702,John Doe,HR,Cash,INV-1290,Overdue,Check details
1291,Company D,2024-08-06,959858,549947,409911,67920,341991,John Doe,IT,Credit Card,INV-1291,Pending,Check details
1292,Company E,2023-09-15,614717,405682,209035,149080,59955,Emily Davis,Finance,Credit Card,INV-1292,Pending,Check details
1293,Company A,2024-07-30,560954,60089,500865,61756,439109,Emily Davis,IT,Credit Card,INV-1293,Pending,-
1294,Company E,2024-03-25,258612,178045,80567,59148,21419,Jane Smith,IT,Bank Transfer,INV-1294,Overdue,Check details
1295,Company C,2023-10-31,468802,306025,162777,85498,77279,Jane Smith,Finance,Bank Transfer,INV-1295,Overdue,Check details
1296,Company B,2024-06-29,506018,361863,144155,20568,123587,Robert Johnson,HR,Bank Transfer,INV-1296,Paid,Priority client
1297,Company E,2024-11-03,693433,227997,465436,83360,382076,Robert Johnson,Finance,Online,INV-1297,Pending,Check details
1298,Company D,2024-03-24,507591,304452,203139,88509,114630,Emily Davis,Marketing,Online,INV-1298,Paid,Check details
1299,Company A,2023-04-07,579655,383675,195980,117876,78104,John Doe,IT,Credit Card,INV-1299,Pending,Urgent payment
1300,Company A,2023-09-26,720147,226555,493592,269462,224130,Alice Brown,HR,Cash,INV-1300,Overdue,-
1301,Company D,2024-10-12,514909,457087,57822,27441,30381,Alice Brown,Marketing,Online,INV-1301,Paid,-
1302,Company C,2023-11-19,612729,446247,166482,75397,91085,John Doe,Marketing,Bank Transfer,INV-1302,Paid,Urgent payment
1303,Company E,2024-01-20,922039,443349,478690,107983,370707,Robert Johnson,Marketing,Credit Card,INV-1303,Overdue,Urgent payment
1304,Company B,2024-04-28,923813,556615,367198,344030,23168,Robert Johnson,Finance,Online,INV-1304,Paid,Urgent payment
1305,Company E,2024-03-27,818909,260451,558458,315361,243097,John Doe,Finance,Credit Card,INV-1305,Paid,Check details
1306,Company A,2023-11-15,542837,412214,130623,69558,61065,Jane Smith,IT,Cash,INV-1306,Paid,Priority client
1307,Company A,2024-04-10,436183,291378,144805,26665,118140,Jane Smith,Marketing,Online,INV-1307,Overdue,Check details
1308,Company E,2023-02-09,221899,170110,51789,20454,31335,Alice Brown,Finance,Credit Card,INV-1308,Overdue,-
1309,Company A,2024-01-30,527657,347492,180165,127332,52833,Alice Brown,Marketing,Credit Card,INV-1309,Paid,Urgent payment
1310,Company B,2024-07-21,712951,619822,93129,35808,57321,Emily Davis,HR,Credit Card,INV-1310,Paid,Urgent payment
1311,Company C,2024-01-16,565748,257939,307809,115866,191943,John Doe,HR,Check,INV-1311,Paid,Priority client
1312,Company D,2023-08-25,409168,148279,260889,231383,29506,John Doe,Finance,Online,INV-1312,Pending,Priority client
1313,Company B,2023-11-09,499765,210796,288969,261511,27458,Jane Smith,Marketing,Cash,INV-1313,Overdue,Priority client
1314,Company B,2024-03-08,415024,52743,362281,110166,252115,Jane Smith,IT,Bank Transfer,INV-1314,Pending,-
1315,Company E,2023-10-04,557100,90826,466274,162703,303571,Jane Smith,HR,Credit Card,INV-1315,Paid,Priority client
1316,Company E,2023-06-04,756468,405171,351297,307908,43389,John Doe,Sales,Check,INV-1316,Pending,-
1317,Company C,2023-09-21,975677,81558,894119,726316,167803,Robert Johnson,Sales,Credit Card,INV-1317,Overdue,Check details
1318,Company A,2024-10-28,739092,531455,207637,30154,177483,Robert Johnson,IT,Credit Card,INV-1318,Pending,Urgent payment
1319,Company A,2023-11-14,635577,101839,533738,48427,485311,Emily Davis,Finance,Cash,INV-1319,Pending,-
1320,Company A,2024-07-19,613085,436625,176460,122956,53504,Emily Davis,HR,Credit Card,INV-1320,Overdue,Urgent payment
1321,Company A,2023-07-18,385078,214852,170226,82700,87526,Robert Johnson,HR,Online,INV-1321,Pending,-
1322,Company A,2023-08-19,857934,595482,262452,36914,225538,Robert Johnson,HR,Check,INV-1322,Overdue,Check details
1323,Company E,2024-08-16,899569,597576,301993,239690,62303,Alice Brown,Marketing,Check,INV-1323,Pending,Urgent payment
1324,Company C,2024-03-30,412299,195994,216305,62501,153804,John Doe,Finance,Bank Transfer,INV-1324,Overdue,-
1325,Company C,2024-08-05,390777,195057,195720,163846,31874,Alice Brown,Sales,Bank Transfer,INV-1325,Overdue,Urgent payment
1326,Company C,2024-09-23,687282,629437,57845,29848,27997,Emily Davis,Finance,Bank Transfer,INV-1326,Pending,-
1327,Company C,2024-06-15,589735,206748,382987,159944,223043,Jane Smith,HR,Credit Card,INV-1327,Overdue,Check details
1328,Company B,2024-10-28,615080,406409,208671,159640,49031,Emily Davis,IT,Online,INV-1328,Overdue,-
1329,Company A,2024-02-25,726408,561194,165214,101175,64039,Alice Brown,IT,Cash,INV-1329,Paid,Priority client
1330,Company E,2023-08-01,119071,56595,62476,30838,31638,Jane Smith,Sales,Online,INV-1330,Pending,Priority client
1331,Company E,2023-12-18,359653,235976,123677,33277,90400,John Doe,Finance,Online,INV-1331,Overdue,Urgent payment
1332,Company D,2024-08-09,210191,71340,138851,71667,67184,Emily Davis,HR,Online,INV-1332,Overdue,Priority client
1333,Company C,2023-08-05,648594,541686,106908,47478,59430,Alice Brown,Finance,Bank Transfer,INV-1333,Overdue,Check details
1334,Company B,2023-08-12,208604,132849,75755,20950,54805,Emily Davis,Finance,Credit Card,INV-1334,Paid,Urgent payment
1335,Company B,2024-05-19,422855,57990,364865,234394,130471,John Doe,HR,Check,INV-1335,Pending,Urgent payment
1336,Company C,2023-10-17,758177,107310,650867,245364,405503,Emily Davis,HR,Online,INV-1336,Pending,Priority client
1337,Company B,2024-10-04,680696,386393,294303,264125,30178,Emily Davis,Finance,Check,INV-1337,Pending,Priority client
1338,Company E,2023-08-03,775834,538295,237539,127316,110223,John Doe,Finance,Check,INV-1338,Overdue,Check details
1339,Company A,2024-06-06,815485,58269,757216,249714,507502,Jane Smith,IT,Check,INV-1339,Pending,-
1340,Company B,2023-11-04,636267,118746,517521,312187,205334,John Doe,Sales,Bank Transfer,INV-1340,Paid,-
1341,Company C,2024-01-02,546085,383623,162462,24445,138017,Robert Johnson,HR,Check,INV-1341,Overdue,Priority client
1342,Company B,2023-01-20,898357,607720,290637,58017,232620,Jane Smith,Sales,Bank Transfer,INV-1342,Overdue,Check details
1343,Company B,2024-07-24,369445,249396,120049,26644,93405,Robert Johnson,Sales,Bank Transfer,INV-1343,Overdue,Priority client
1344,Company A,2024-03-23,193723,137243,56480,31356,25124,John Doe,Sales,Cash,INV-1344,Paid,Check details
1345,Company D,2024-06-11,765977,544281,221696,152551,69145,John Doe,Finance,Bank Transfer,INV-1345,Overdue,-
1346,Company C,2023-02-27,352767,62538,290229,144025,146204,Alice Brown,Sales,Bank Transfer,INV-1346,Pending,Check details
1347,Company C,2024-02-09,938283,778049,160234,47117,113117,John Doe,IT,Cash,INV-1347,Paid,Urgent payment
1348,Company E,2023-08-12,816711,58342,758369,393517,364852,Robert Johnson,HR,Check,INV-1348,Paid,Priority client
1349,Company C,2023-11-24,539343,327376,211967,145367,66600,Robert Johnson,HR,Bank Transfer,INV-1349,Pending,Priority client
1350,Company E,2023-06-12,377287,313371,63916,30869,33047,Alice Brown,Marketing,Credit Card,INV-1350,Overdue,Priority client
1351,Company B,2024-06-04,484448,414111,70337,44145,26192,Jane Smith,IT,Online,INV-1351,Overdue,-
1352,Company D,2024-04-26,571189,102222,468967,231773,237194,Robert Johnson,Sales,Check,INV-1352,Overdue,Priority client
1353,Company A,2023-07-28,844283,254596,589687,38866,550821,Jane Smith,HR,Cash,INV-1353,Pending,Urgent payment
1354,Company B,2023-10-02,673650,339669,333981,259297,74684,Robert Johnson,IT,Cash,INV-1354,Overdue,Priority client
1355,Company D,2023-08-01,695133,458517,236616,201319,35297,Emily Davis,Sales,Cash,INV-1355,Overdue,-
1356,Company E,2024-05-24,599472,170472,429000,381846,47154,Emily Davis,Sales,Check,INV-1356,Paid,Priority client
1357,Company B,2023-11-25,403405,224304,179101,28912,150189,Robert Johnson,Marketing,Check,INV-1357,Pending,Check details
1358,Company B,2023-06-16,251830,81117,170713,95184,75529,Jane Smith,Finance,Credit Card,INV-1358,Paid,Check details
1359,Company C,2024-07-08,735904,222205,513699,330865,182834,Alice Brown,Marketing,Check,INV-1359,Paid,Urgent payment
1360,Company A,2024-06-14,465998,265368,200630,21857,178773,Jane Smith,HR,Cash,INV-1360,Overdue,-
1361,Company B,2024-11-17,938917,378692,560225,167012,393213,Alice Brown,Marketing,Credit Card,INV-1361,Overdue,Priority client
1362,Company C,2023-10-15,256385,172034,84351,22433,61918,Emily Davis,Finance,Online,INV-1362,Pending,Priority client
1363,Company E,2023-10-31,428041,369644,58397,26630,31767,Jane Smith,HR,Online,INV-1363,Pending,Priority client
1364,Company E,2023-02-11,691721,564503,127218,92571,34647,Alice Brown,IT,Credit Card,INV-1364,Overdue,Check details
1365,Company A,2023-02-13,396978,238263,158715,99272,59443,Robert Johnson,IT,Credit Card,INV-1365,Pending,Urgent payment
1366,Company C,2024-01-16,362347,73389,288958,41719,247239,Robert Johnson,IT,Check,INV-1366,Pending,Check details
1367,Company C,2023-12-20,357388,287998,69390,22916,46474,John Doe,IT,Cash,INV-1367,Overdue,-
1368,Company C,2023-09-25,302419,85528,216891,132093,84798,Robert Johnson,Sales,Check,INV-1368,Overdue,Priority client
1369,Company D,2023-03-20,245579,106742,138837,43289,95548,Emily Davis,Marketing,Bank Transfer,INV-1369,Paid,Priority client
1370,Company A,2023-01-28,947534,826936,120598,59283,61315,Emily Davis,HR,Online,INV-1370,Paid,Urgent payment
1371,Company A,2024-05-02,538315,443082,95233,61241,33992,Robert Johnson,Sales,Online,INV-1371,Overdue,Check details
1372,Company A,2023-08-20,257636,147305,110331,38905,71426,Emily Davis,Sales,Check,INV-1372,Paid,Check details
1373,Company C,2023-01-02,899826,283915,615911,185102,430809,Alice Brown,Marketing,Cash,INV-1373,Paid,Check details
1374,Company E,2024-11-17,708376,313273,395103,85472,309631,Alice Brown,Sales,Cash,INV-1374,Pending,Priority client
1375,Company E,2023-10-08,626439,124488,501951,253733,248218,Emily Davis,HR,Online,INV-1375,Overdue,Check details
1376,Company C,2023-09-18,202159,106555,95604,62938,32666,Robert Johnson,Marketing,Online,INV-1376,Pending,Urgent payment
1377,Company C,2023-08-05,905060,414225,490835,358446,132389,John Doe,Marketing,Cash,INV-1377,Pending,Urgent payment
1378,Company A,2024-10-07,610209,139475,470734,281533,189201,John Doe,HR,Credit Card,INV-1378,Overdue,-
1379,Company E,2024-08-25,673640,63902,609738,265139,344599,Alice Brown,Sales,Credit Card,INV-1379,Overdue,Urgent payment
1380,Company C,2023-12-02,233171,143836,89335,39272,50063,Emily Davis,Sales,Credit Card,INV-1380,Overdue,Check details
1381,Company A,2024-01-20,747041,469258,277783,227284,50499,Robert Johnson,HR,Bank Transfer,INV-1381,Pending,Check details
1382,Company B,2024-02-15,233855,59381,174474,128693,45781,Emily Davis,Marketing,Online,INV-1382,Paid,Priority client
1383,Company D,2023-10-18,909723,103127,806596,266340,540256,Jane Smith,Marketing,Online,INV-1383,Paid,Check details
1384,Company A,2023-07-10,795589,305449,490140,434045,56095,Emily Davis,Marketing,Check,INV-1384,Overdue,Check details
1385,Company A,2024-05-29,342769,113929,228840,77858,150982,John Doe,Marketing,Check,INV-1385,Pending,-
1386,Company C,2024-02-09,250434,116255,134179,95160,39019,Jane Smith,Sales,Bank Transfer,INV-1386,Pending,Check details
1387,Company C,2024-07-25,520311,446529,73782,52222,21560,Robert Johnson,Finance,Bank Transfer,INV-1387,Paid,Priority client
1388,Company E,2023-10-15,780766,676537,104229,64272,39957,John Doe,HR,Credit Card,INV-1388,Paid,Priority client
1389,Company D,2023-09-13,337855,228898,108957,55664,53293,Emily Davis,Finance,Bank Transfer,INV-1389,Paid,-
1390,Company E,2023-06-28,571750,431567,140183,38279,101904,Alice Brown,IT,Cash,INV-1390,Overdue,-
1391,Company C,2024-08-07,660084,354124,305960,24926,281034,Alice Brown,IT,Check,INV-1391,Pending,Priority client
1392,Company A,2023-09-11,669469,550802,118667,31715,86952,Alice Brown,Marketing,Online,INV-1392,Pending,Check details
1393,Company B,2024-02-17,794038,732328,61710,22744,38966,Robert Johnson,Sales,Cash,INV-1393,Overdue,-
1394,Company D,2023-05-03,114091,50515,63576,43386,20190,Emily Davis,Marketing,Credit Card,INV-1394,Overdue,Check details
1395,Company B,2023-03-09,867296,545307,321989,51513,270476,Alice Brown,Sales,Credit Card,INV-1395,Overdue,Check details
1396,Company D,2024-07-28,144461,88030,56431,31125,25306,Robert Johnson,IT,Credit Card,INV-1396,Paid,Priority client
1397,Company A,2023-11-20,363481,279187,84294,56436,27858,Jane Smith,Marketing,Online,INV-1397,Pending,Check details
1398,Company E,2023-03-21,638555,467431,171124,50134,120990,Robert Johnson,Sales,Check,INV-1398,Pending,-
1399,Company A,2023-04-19,577877,525325,52552,26603,25949,John Doe,Finance,Bank Transfer,INV-1399,Paid,Urgent payment
1400,Company E,2024-02-13,393714,115199,278515,225005,53510,John Doe,Sales,Credit Card,INV-1400,Overdue,Check details
1401,Company E,2024-08-25,131960,62755,69205,35237,33968,Robert Johnson,HR,Bank Transfer,INV-1401,Paid,Check details
1402,Company C,2023-08-02,502631,97029,405602,199402,206200,Alice Brown,HR,Bank Transfer,INV-1402,Overdue,Check details
1403,Company C,2023-08-26,402681,177011,225670,198509,27161,Jane Smith,Finance,Cash,INV-1403,Overdue,Urgent payment
1404,Company B,2023-03-05,572947,140755,432192,102473,329719,Alice Brown,IT,Cash,INV-1404,Paid,-
1405,Company D,2024-03-18,238234,140410,97824,50862,46962,Jane Smith,Sales,Check,INV-1405,Overdue,Priority client
1406,Company E,2023-08-08,338105,157801,180304,89875,90429,Emily Davis,HR,Bank Transfer,INV-1406,Pending,-
1407,Company B,2024-09-04,613097,233582,379515,151514,228001,John Doe,Marketing,Bank Transfer,INV-1407,Paid,-
1408,Company E,2023-09-22,241117,153636,87481,60606,26875,John Doe,Finance,Bank Transfer,INV-1408,Overdue,Urgent payment
1409,Company B,2023-09-06,547552,243277,304275,86628,217647,Jane Smith,Finance,Credit Card,INV-1409,Overdue,Priority client
1410,Company C,2023-11-08,991822,829083,162739,132683,30056,Robert Johnson,Finance,Check,INV-1410,Paid,Priority client
1411,Company B,2023-12-06,722942,63166,659776,213369,446407,Jane Smith,Marketing,Bank Transfer,INV-1411,Paid,Urgent payment
1412,Company E,2023-06-24,354079,233958,120121,60251,59870,Alice Brown,HR,Online,INV-1412,Pending,Check details
1413,Company B,2023-08-28,828942,542256,286686,90447,196239,Emily Davis,HR,Credit Card,INV-1413,Pending,Urgent payment
1414,Company C,2024-06-30,997257,324323,672934,386878,286056,Emily Davis,Finance,Online,INV-1414,Paid,Check details
1415,Company E,2023-08-15,505714,243862,261852,94688,167164,Robert Johnson,HR,Bank Transfer,INV-1415,Overdue,Urgent payment
1416,Company B,2023-03-11,585569,520062,65507,31102,34405,Robert Johnson,HR,Check,INV-1416,Overdue,-
1417,Company E,2024-09-11,592862,370423,222439,173179,49260,Jane Smith,HR,Check,INV-1417,Overdue,Priority client
1418,Company B,2023-08-08,893622,210363,683259,573538,109721,Robert Johnson,Sales,Credit Card,INV-1418,Pending,Urgent payment
1419,Company E,2023-07-27,929112,259646,669466,330421,339045,John Doe,Marketing,Cash,INV-1419,Overdue,Check details
1420,Company E,2023-04-08,309630,187710,121920,31553,90367,Robert Johnson,Marketing,Bank Transfer,INV-1420,Paid,Urgent payment
1421,Company A,2023-07-30,607326,466719,140607,29546,111061,Emily Davis,IT,Credit Card,INV-1421,Pending,-
1422,Company D,2024-05-18,296535,110591,185944,81811,104133,John Doe,HR,Cash,INV-1422,Pending,-
1423,Company B,2023-12-06,516569,331017,185552,81583,103969,Jane Smith,IT,Bank Transfer,INV-1423,Paid,-
1424,Company E,2024-05-24,468795,152592,316203,265290,50913,John Doe,HR,Credit Card,INV-1424,Paid,Check details
1425,Company D,2024-07-06,662956,407151,255805,180782,75023,Jane Smith,Finance,Bank Transfer,INV-1425,Pending,Priority client
1426,Company B,2024-09-02,933649,134663,798986,20706,778280,John Doe,IT,Check,INV-1426,Paid,Urgent payment
1427,Company E,2023-07-24,167882,55164,112718,91817,20901,Emily Davis,HR,Cash,INV-1427,Paid,Check details
1428,Company C,2024-08-26,566046,205237,360809,43747,317062,John Doe,IT,Check,INV-1428,Pending,Urgent payment
1429,Company E,2024-06-14,535238,83236,452002,76017,375985,John Doe,Finance,Credit Card,INV-1429,Overdue,-
1430,Company D,2024-08-24,748521,620908,127613,39067,88546,John Doe,Sales,Credit Card,INV-1430,Overdue,Priority client
1431,Company D,2023-11-30,339308,283055,56253,29760,26493,Robert Johnson,Sales,Bank Transfer,INV-1431,Overdue,Check details
1432,Company E,2023-03-16,955227,867698,87529,41496,46033,Emily Davis,HR,Credit Card,INV-1432,Paid,Check details
1433,Company D,2023-02-13,480583,378106,102477,61890,40587,Alice Brown,Marketing,Cash,INV-1433,Overdue,Urgent payment
1434,Company C,2023-05-10,261903,50742,211161,100959,110202,John Doe,Sales,Bank Transfer,INV-1434,Pending,Priority client
1435,Company B,2024-09-29,573117,73498,499619,29188,470431,Emily Davis,Marketing,Credit Card,INV-1435,Overdue,Urgent payment
1436,Company B,2023-02-25,935248,350072,585176,414656,170520,Jane Smith,IT,Bank Transfer,INV-1436,Pending,Priority client
1437,Company C,2023-05-13,243686,188375,55311,28815,26496,Jane Smith,Finance,Online,INV-1437,Paid,Priority client
1438,Company B,2024-08-13,263448,128284,135164,110258,24906,Jane Smith,Finance,Bank Transfer,INV-1438,Overdue,Urgent payment
1439,Company E,2023-09-24,582537,79922,502615,77789,424826,John Doe,HR,Online,INV-1439,Pending,Priority client
1440,Company D,2024-09-01,433701,72974,360727,30417,330310,John Doe,IT,Credit Card,INV-1440,Paid,Urgent payment
1441,Company A,2023-01-03,270925,186902,84023,55911,28112,Alice Brown,IT,Credit Card,INV-1441,Paid,Priority client
1442,Company B,2023-09-01,866436,589905,276531,241976,34555,Alice Brown,IT,Online,INV-1442,Overdue,Check details
1443,Company C,2024-08-22,329350,76649,252701,49670,203031,Jane Smith,HR,Check,INV-1443,Pending,Urgent payment
1444,Company D,2023-10-04,289375,198863,90512,32105,58407,John Doe,Marketing,Online,INV-1444,Paid,-
1445,Company E,2023-10-30,499915,437478,62437,20509,41928,Alice Brown,IT,Bank Transfer,INV-1445,Pending,Priority client
1446,Company A,2024-04-09,541932,339067,202865,138222,64643,Emily Davis,IT,Online,INV-1446,Overdue,Urgent payment
1447,Company E,2024-08-19,149899,82219,67680,32349,35331,Jane Smith,Finance,Credit Card,INV-1447,Paid,Urgent payment
1448,Company A,2023-02-18,410608,245160,165448,116689,48759,Alice Brown,HR,Cash,INV-1448,Overdue,-
1449,Company D,2023-01-31,451917,281963,169954,89009,80945,Alice Brown,Finance,Online,INV-1449,Paid,-
1450,Company C,2023-10-14,547222,242329,304893,227172,77721,Alice Brown,Marketing,Check,INV-1450,Pending,Check details
1451,Company B,2023-07-12,346352,142961,203391,78998,124393,Alice Brown,Marketing,Cash,INV-1451,Pending,Check details
1452,Company D,2024-05-29,609691,147429,462262,394307,67955,Emily Davis,IT,Bank Transfer,INV-1452,Paid,-
1453,Company A,2024-07-31,222306,121526,100780,69435,31345,Emily Davis,IT,Cash,INV-1453,Overdue,Check details
1454,Company B,2023-01-06,190907,78371,112536,23663,88873,Robert Johnson,Marketing,Credit Card,INV-1454,Pending,Priority client
1455,Company B,2024-05-15,530031,477744,52287,27101,25186,Alice Brown,Marketing,Online,INV-1455,Pending,Priority client
1456,Company E,2024-10-05,336703,60509,276194,210186,66008,Robert Johnson,IT,Online,INV-1456,Paid,Urgent payment
1457,Company C,2024-05-08,278766,93052,185714,123593,62121,Jane Smith,IT,Cash,INV-1457,Overdue,-
1458,Company D,2023-07-24,476376,83211,393165,30537,362628,Robert Johnson,HR,Credit Card,INV-1458,Overdue,-
1459,Company B,2024-06-03,712358,598108,114250,46696,67554,Emily Davis,Sales,Credit Card,INV-1459,Overdue,-
1460,Company A,2024-03-14,842193,774017,68176,43753,24423,Jane Smith,HR,Cash,INV-1460,Pending,-
1461,Company B,2023-06-08,501996,301587,200409,151589,48820,Robert Johnson,Sales,Credit Card,INV-1461,Overdue,Priority client
1462,Company E,2023-07-12,499197,350285,148912,91337,57575,John Doe,HR,Check,INV-1462,Overdue,-
1463,Company D,2024-06-16,231503,100158,131345,100730,30615,John Doe,Finance,Credit Card,INV-1463,Pending,Priority client
1464,Company C,2024-08-23,107040,52697,54343,26045,28298,Robert Johnson,Sales,Cash,INV-1464,Paid,Urgent payment
1465,Company D,2024-10-10,520956,363671,157285,80960,76325,Jane Smith,Sales,Cash,INV-1465,Paid,-
